uniprot,organism,ogt,organism_class,tm,n_datasets
Q7T2F5,Danio rerio,28.0,mesophile,47.1,1
Q7T2F8,Danio rerio,28.0,mesophile,49.93,1
Q7T2F9,Danio rerio,28.0,mesophile,51.48,1
Q7T2P2,Danio rerio,28.0,mesophile,50.47,1
Q7T2Y0,Danio rerio,28.0,mesophile,52.1,1
Q7T303,Danio rerio,28.0,mesophile,54.12,1
Q7T312,Danio rerio,28.0,mesophile,49.42,1
Q7T313,Danio rerio,28.0,mesophile,51.48,1
Q7T321,Danio rerio,28.0,mesophile,52.72,1
Q7T327,Danio rerio,28.0,mesophile,54.79,1
Q7T332,Danio rerio,28.0,mesophile,51.54,1
Q7T333,Danio rerio,28.0,mesophile,51.09,1
Q7T334,Danio rerio,28.0,mesophile,46.23,1
Q7T338,Danio rerio,28.0,mesophile,53.07,1
Q7T340,Danio rerio,28.0,mesophile,48.09,1
Q7T341,Danio rerio,28.0,mesophile,49.86,1
Q7T349,Danio rerio,28.0,mesophile,49.74,1
Q7T352,Danio rerio,28.0,mesophile,52.78,1
Q7T358,Danio rerio,28.0,mesophile,52.27,1
Q7T368,Danio rerio,28.0,mesophile,47.78,1
Q7T372,Danio rerio,28.0,mesophile,52.69,1
Q7T379,Danio rerio,28.0,mesophile,49.93,1
Q7T383,Danio rerio,28.0,mesophile,52.87,1
Q7T387,Danio rerio,28.0,mesophile,52.54,1
Q7T391,Danio rerio,28.0,mesophile,48.93,1
Q7T397,Danio rerio,28.0,mesophile,51.6,1
Q7T3A4,Danio rerio,28.0,mesophile,48.06,1
Q7T3B1,Danio rerio,28.0,mesophile,48.02,1
Q7T3B8,Danio rerio,28.0,mesophile,49.95,1
Q7T3C9,Danio rerio,28.0,mesophile,47.61,1
Q7T3D0,Danio rerio,28.0,mesophile,51.05,1
Q7T3D3,Danio rerio,28.0,mesophile,57.61,1
Q7T3D4,Danio rerio,28.0,mesophile,49.02,1
Q7T3D9,Danio rerio,28.0,mesophile,50.79,1
Q7T3E0,Danio rerio,28.0,mesophile,50.65,1
Q7T3E3,Danio rerio,28.0,mesophile,53.87,1
Q7T3E8,Danio rerio,28.0,mesophile,51.77,1
Q7T3F0,Danio rerio,28.0,mesophile,59.63,1
Q7T3F3,Danio rerio,28.0,mesophile,52.12,1
Q7T3F8,Danio rerio,28.0,mesophile,45.91,1
Q7T3G2,Danio rerio,28.0,mesophile,53.56,1
Q7T3H0,Danio rerio,28.0,mesophile,49.21,1
Q7T3H5,Danio rerio,28.0,mesophile,50.84,1
Q7T3H7,Danio rerio,28.0,mesophile,48.91,1
Q7T3I0,Danio rerio,28.0,mesophile,53.56,1
Q7T3L3,Danio rerio,28.0,mesophile,50.9,1
Q7T3L7,Danio rerio,28.0,mesophile,48.1,1
Q7T3T3,Danio rerio,28.0,mesophile,53.04,1
Q7ZSY2,Danio rerio,28.0,mesophile,52.26,1
Q7ZSY3,Danio rerio,28.0,mesophile,47.19,1
Q7ZSZ0,Danio rerio,28.0,mesophile,52.58,1
Q7ZSZ9,Danio rerio,28.0,mesophile,51.78,1
Q7ZTH6,Danio rerio,28.0,mesophile,49.73,1
Q7ZTH8,Danio rerio,28.0,mesophile,50.57,1
Q7ZTI0,Danio rerio,28.0,mesophile,51.12,1
Q7ZTI4,Danio rerio,28.0,mesophile,53.46,1
Q7ZTS7,Danio rerio,28.0,mesophile,47.61,1
Q7ZTT1,Danio rerio,28.0,mesophile,49.05,1
Q7ZTT4,Danio rerio,28.0,mesophile,50.21,1
Q7ZTT5,Danio rerio,28.0,mesophile,49.35,1
Q7ZTU0,Danio rerio,28.0,mesophile,59.46,1
Q7ZTU6,Danio rerio,28.0,mesophile,54.26,1
Q7ZTU8,Danio rerio,28.0,mesophile,50.93,1
Q7ZTV8,Danio rerio,28.0,mesophile,55.58,1
Q7ZTW5,Danio rerio,28.0,mesophile,52.82,1
Q7ZTW9,Danio rerio,28.0,mesophile,51.11,1
Q7ZTX3,Danio rerio,28.0,mesophile,52.73,1
Q7ZTY3,Danio rerio,28.0,mesophile,50.82,1
Q7ZTY5,Danio rerio,28.0,mesophile,50.75,1
Q7ZTY9,Danio rerio,28.0,mesophile,51.02,1
Q7ZTZ3,Danio rerio,28.0,mesophile,59.69,1
Q7ZTZ4,Danio rerio,28.0,mesophile,47.5,1
Q7ZU01,Danio rerio,28.0,mesophile,49.42,1
Q7ZU03,Danio rerio,28.0,mesophile,52.05,1
Q7ZU18,Danio rerio,28.0,mesophile,53.73,1
Q7ZU28,Danio rerio,28.0,mesophile,50.4,1
Q7ZU30,Danio rerio,28.0,mesophile,51.75,1
Q7ZU35,Danio rerio,28.0,mesophile,51.47,1
Q7ZU42,Danio rerio,28.0,mesophile,43.39,1
Q7ZU43,Danio rerio,28.0,mesophile,53.16,1
Q7ZU46,Danio rerio,28.0,mesophile,49.62,1
Q7ZU48,Danio rerio,28.0,mesophile,51.87,1
Q7ZU67,Danio rerio,28.0,mesophile,50.69,1
Q7ZU73,Danio rerio,28.0,mesophile,58.24,1
Q7ZU78,Danio rerio,28.0,mesophile,47.37,1
Q7ZU79,Danio rerio,28.0,mesophile,50.8,1
Q7ZU85,Danio rerio,28.0,mesophile,53.24,1
Q7ZU89,Danio rerio,28.0,mesophile,51.98,1
Q7ZU94,Danio rerio,28.0,mesophile,51.61,1
Q7ZU96,Danio rerio,28.0,mesophile,50.52,1
Q7ZU97,Danio rerio,28.0,mesophile,50.13,1
Q7ZU99,Danio rerio,28.0,mesophile,56.26,1
Q7ZUA2,Danio rerio,28.0,mesophile,49.36,1
Q7ZUB6,Danio rerio,28.0,mesophile,50.38,1
Q7ZUC4,Danio rerio,28.0,mesophile,54.18,1
Q7ZUD8,Danio rerio,28.0,mesophile,45.33,1
Q7ZUE1,Danio rerio,28.0,mesophile,46.66,1
Q7ZUE4,Danio rerio,28.0,mesophile,49.45,1
Q7ZUE6,Danio rerio,28.0,mesophile,53.16,1
Q7ZUF4,Danio rerio,28.0,mesophile,49.76,1
Q7ZUG4,Danio rerio,28.0,mesophile,53.24,1
Q7ZUG5,Danio rerio,28.0,mesophile,51.89,1
Q7ZUG6,Danio rerio,28.0,mesophile,48.28,1
Q7ZUH0,Danio rerio,28.0,mesophile,49.43,1
Q7ZUH6,Danio rerio,28.0,mesophile,49.77,1
Q7ZUI0,Danio rerio,28.0,mesophile,46.47,1
Q7ZUI2,Danio rerio,28.0,mesophile,51.02,1
Q7ZUI3,Danio rerio,28.0,mesophile,51.2,1
Q7ZUJ7,Danio rerio,28.0,mesophile,48.62,1
Q7ZUJ8,Danio rerio,28.0,mesophile,53.2,1
Q7ZUK8,Danio rerio,28.0,mesophile,51.52,1
Q7ZUK9,Danio rerio,28.0,mesophile,50.73,1
Q7ZUL0,Danio rerio,28.0,mesophile,50.65,1
Q7ZUL4,Danio rerio,28.0,mesophile,50.45,1
Q7ZUL6,Danio rerio,28.0,mesophile,50.74,1
Q7ZUL8,Danio rerio,28.0,mesophile,50.49,1
Q7ZUM0,Danio rerio,28.0,mesophile,53.97,1
Q7ZUM3,Danio rerio,28.0,mesophile,47.11,1
Q7ZUM5,Danio rerio,28.0,mesophile,49.57,1
Q7ZUM6,Danio rerio,28.0,mesophile,52.68,1
Q7ZUP5,Danio rerio,28.0,mesophile,51.01,1
Q7ZUP6,Danio rerio,28.0,mesophile,46.14,1
Q7ZUQ0,Danio rerio,28.0,mesophile,53.12,1
Q7ZUQ1,Danio rerio,28.0,mesophile,50.03,1
Q7ZUQ2,Danio rerio,28.0,mesophile,50.48,1
Q7ZUR0,Danio rerio,28.0,mesophile,51.1,1
Q7ZUR2,Danio rerio,28.0,mesophile,56.66,1
Q7ZUR4,Danio rerio,28.0,mesophile,52.56,1
Q7ZUR6,Danio rerio,28.0,mesophile,47.35,1
Q7ZUR8,Danio rerio,28.0,mesophile,46.59,1
Q7ZUR9,Danio rerio,28.0,mesophile,45.33,1
Q7ZUS7,Danio rerio,28.0,mesophile,51.89,1
Q7ZUS9,Danio rerio,28.0,mesophile,50.08,1
Q7ZUT3,Danio rerio,28.0,mesophile,50.92,1
Q7ZUT6,Danio rerio,28.0,mesophile,52.33,1
Q7ZUU3,Danio rerio,28.0,mesophile,52.28,1
Q7ZUU4,Danio rerio,28.0,mesophile,53.39,1
Q7ZUU9,Danio rerio,28.0,mesophile,53.66,1
Q7ZUV5,Danio rerio,28.0,mesophile,53.08,1
Q7ZUV9,Danio rerio,28.0,mesophile,53.35,1
Q7ZUW3,Danio rerio,28.0,mesophile,52.11,1
Q7ZUW4,Danio rerio,28.0,mesophile,53.66,1
Q7ZUW5,Danio rerio,28.0,mesophile,51.5,1
Q7ZUW8,Danio rerio,28.0,mesophile,53.21,1
Q7ZUX5,Danio rerio,28.0,mesophile,47.26,1
Q7ZUX9,Danio rerio,28.0,mesophile,46.29,1
Q7ZUY7,Danio rerio,28.0,mesophile,57.03,1
Q7ZUY8,Danio rerio,28.0,mesophile,48.7,1
Q7ZUZ0,Danio rerio,28.0,mesophile,54.93,1
Q7ZUZ1,Danio rerio,28.0,mesophile,51.95,1
Q7ZUZ2,Danio rerio,28.0,mesophile,49.93,1
Q7ZUZ4,Danio rerio,28.0,mesophile,51.44,1
Q7ZUZ9,Danio rerio,28.0,mesophile,50.36,1
Q7ZV05,Danio rerio,28.0,mesophile,45.27,1
Q7ZV08,Danio rerio,28.0,mesophile,50.69,1
Q7ZV10,Danio rerio,28.0,mesophile,50.92,1
Q7ZV11,Danio rerio,28.0,mesophile,51.04,1
Q7ZV16,Danio rerio,28.0,mesophile,50.12,1
Q7ZV18,Danio rerio,28.0,mesophile,51.6,1
Q7ZV23,Danio rerio,28.0,mesophile,48.82,1
Q7ZV26,Danio rerio,28.0,mesophile,51.34,1
Q7ZV29,Danio rerio,28.0,mesophile,49.4,1
Q7ZV32,Danio rerio,28.0,mesophile,48.72,1
Q7ZV37,Danio rerio,28.0,mesophile,51.52,1
Q7ZV38,Danio rerio,28.0,mesophile,47.48,1
Q7ZV40,Danio rerio,28.0,mesophile,52.03,1
Q7ZV55,Danio rerio,28.0,mesophile,48.75,1
Q7ZV56,Danio rerio,28.0,mesophile,51.77,1
Q7ZV58,Danio rerio,28.0,mesophile,51.69,1
Q7ZV68,Danio rerio,28.0,mesophile,52.02,1
Q7ZV70,Danio rerio,28.0,mesophile,55.7,1
Q7ZV87,Danio rerio,28.0,mesophile,53.93,1
Q7ZV92,Danio rerio,28.0,mesophile,57.61,1
Q7ZV94,Danio rerio,28.0,mesophile,54.9,1
Q7ZV95,Danio rerio,28.0,mesophile,51.27,1
Q7ZV96,Danio rerio,28.0,mesophile,45.42,1
Q7ZVA3,Danio rerio,28.0,mesophile,49.78,1
Q7ZVB6,Danio rerio,28.0,mesophile,50.07,1
Q7ZVC6,Danio rerio,28.0,mesophile,46.71,1
Q7ZVC8,Danio rerio,28.0,mesophile,48.81,1
Q7ZVD1,Danio rerio,28.0,mesophile,51.23,1
Q7ZVD2,Danio rerio,28.0,mesophile,53.89,1
Q7ZVD4,Danio rerio,28.0,mesophile,51.11,1
Q7ZVD5,Danio rerio,28.0,mesophile,56.05,1
Q7ZVF2,Danio rerio,28.0,mesophile,51.33,1
Q7ZVF4,Danio rerio,28.0,mesophile,45.69,1
Q7ZVF6,Danio rerio,28.0,mesophile,49.67,1
Q7ZVG1,Danio rerio,28.0,mesophile,53.31,1
Q7ZVG3,Danio rerio,28.0,mesophile,52.9,1
Q7ZVH3,Danio rerio,28.0,mesophile,54.05,1
Q7ZVH4,Danio rerio,28.0,mesophile,52.13,1
Q7ZVH8,Danio rerio,28.0,mesophile,48.91,1
Q7ZVI1,Danio rerio,28.0,mesophile,53.47,1
Q7ZVI6,Danio rerio,28.0,mesophile,44.62,1
Q7ZVI7,Danio rerio,28.0,mesophile,49.34,1
Q7ZVI8,Danio rerio,28.0,mesophile,51.26,1
Q7ZVJ0,Danio rerio,28.0,mesophile,50.86,1
Q7ZVJ9,Danio rerio,28.0,mesophile,50.67,1
Q7ZVK5,Danio rerio,28.0,mesophile,53.81,1
Q7ZVK7,Danio rerio,28.0,mesophile,48.02,1
Q7ZVL6,Danio rerio,28.0,mesophile,46.31,1
Q7ZVL7,Danio rerio,28.0,mesophile,46.49,1
Q7ZVM6,Danio rerio,28.0,mesophile,54.89,1
Q7ZVN5,Danio rerio,28.0,mesophile,46.7,1
Q7ZVP2,Danio rerio,28.0,mesophile,53.2,1
Q7ZVQ0,Danio rerio,28.0,mesophile,49.74,1
Q7ZVQ3,Danio rerio,28.0,mesophile,50.64,1
Q7ZVQ4,Danio rerio,28.0,mesophile,50.87,1
Q7ZVR0,Danio rerio,28.0,mesophile,44.27,1
Q7ZVR2,Danio rerio,28.0,mesophile,53.76,1
Q7ZVR3,Danio rerio,28.0,mesophile,50.62,1
Q7ZVR4,Danio rerio,28.0,mesophile,53.56,1
Q7ZVS2,Danio rerio,28.0,mesophile,50.23,1
Q7ZVS4,Danio rerio,28.0,mesophile,50.66,1
Q7ZVS5,Danio rerio,28.0,mesophile,53.25,1
Q7ZVT2,Danio rerio,28.0,mesophile,51.83,1
Q7ZVT4,Danio rerio,28.0,mesophile,48.66,1
Q7ZVU0,Danio rerio,28.0,mesophile,53.41,1
Q7ZVV4,Danio rerio,28.0,mesophile,55.91,1
Q7ZVW2,Danio rerio,28.0,mesophile,50.16,1
Q7ZVW7,Danio rerio,28.0,mesophile,47.12,1
Q7ZVW9,Danio rerio,28.0,mesophile,51.83,1
Q7ZVX4,Danio rerio,28.0,mesophile,52.69,1
Q7ZVX8,Danio rerio,28.0,mesophile,51.63,1
Q7ZVY0,Danio rerio,28.0,mesophile,52.53,1
Q7ZVY1,Danio rerio,28.0,mesophile,48.66,1
Q7ZVY9,Danio rerio,28.0,mesophile,53.48,1
Q7ZVZ4,Danio rerio,28.0,mesophile,53.22,1
Q7ZVZ5,Danio rerio,28.0,mesophile,46.53,1
Q7ZVZ8,Danio rerio,28.0,mesophile,51.37,1
Q7ZW04,Danio rerio,28.0,mesophile,49.88,1
Q7ZW05,Danio rerio,28.0,mesophile,54.05,1
Q7ZW06,Danio rerio,28.0,mesophile,50.23,1
Q7ZW07,Danio rerio,28.0,mesophile,48.32,1
Q7ZW09,Danio rerio,28.0,mesophile,48.01,1
Q7ZW17,Danio rerio,28.0,mesophile,52.38,1
Q7ZW20,Danio rerio,28.0,mesophile,52.99,1
Q7ZW23,Danio rerio,28.0,mesophile,50.04,1
Q7ZW27,Danio rerio,28.0,mesophile,50.72,1
Q7ZW30,Danio rerio,28.0,mesophile,51.12,1
Q7ZW35,Danio rerio,28.0,mesophile,51.31,1
Q7ZW37,Danio rerio,28.0,mesophile,49.81,1
Q7ZW40,Danio rerio,28.0,mesophile,51.86,1
Q7ZW63,Danio rerio,28.0,mesophile,46.35,1
Q7ZW64,Danio rerio,28.0,mesophile,52.02,1
Q7ZW78,Danio rerio,28.0,mesophile,51.85,1
Q7ZW80,Danio rerio,28.0,mesophile,51.81,1
Q7ZW91,Danio rerio,28.0,mesophile,51.4,1
Q7ZW93,Danio rerio,28.0,mesophile,53.58,1
Q7ZW94,Danio rerio,28.0,mesophile,50.72,1
Q7ZW95,Danio rerio,28.0,mesophile,43.48,1
Q7ZW96,Danio rerio,28.0,mesophile,55.62,1
Q7ZWA3,Danio rerio,28.0,mesophile,49.94,1
Q7ZWA6,Danio rerio,28.0,mesophile,47.99,1
Q7ZWA9,Danio rerio,28.0,mesophile,50.22,1
Q7ZWB1,Danio rerio,28.0,mesophile,49.63,1
Q7ZWB2,Danio rerio,28.0,mesophile,51.49,1
Q7ZWB3,Danio rerio,28.0,mesophile,57.66,1
Q7ZWC3,Danio rerio,28.0,mesophile,54.42,1
Q7ZWC4,Danio rerio,28.0,mesophile,46.51,1
Q7ZWD3,Danio rerio,28.0,mesophile,52.74,1
Q7ZWD5,Danio rerio,28.0,mesophile,54.15,1
Q7ZWE2,Danio rerio,28.0,mesophile,50.22,1
Q7ZWE5,Danio rerio,28.0,mesophile,50.28,1
Q7ZWE9,Danio rerio,28.0,mesophile,50.87,1
Q7ZWF0,Danio rerio,28.0,mesophile,50.31,1
Q7ZWF5,Danio rerio,28.0,mesophile,52.82,1
Q7ZWG1,Danio rerio,28.0,mesophile,51.07,1
Q7ZWH4,Danio rerio,28.0,mesophile,51.11,1
Q7ZWI2,Danio rerio,28.0,mesophile,50.53,1
Q7ZWI5,Danio rerio,28.0,mesophile,49.26,1
Q7ZWJ4,Danio rerio,28.0,mesophile,45.58,1
Q7ZYW8,Danio rerio,28.0,mesophile,48.56,1
Q7ZYW9,Danio rerio,28.0,mesophile,49.84,1
Q7ZYX3,Danio rerio,28.0,mesophile,52.67,1
Q7ZYX4,Danio rerio,28.0,mesophile,50.62,1
Q7ZYX7,Danio rerio,28.0,mesophile,50.1,1
Q7ZYY2,Danio rerio,28.0,mesophile,53.56,1
Q7ZYY3,Danio rerio,28.0,mesophile,50.32,1
Q7ZZ26,Danio rerio,28.0,mesophile,52.37,1
Q7ZZ88,Danio rerio,28.0,mesophile,45.81,1
Q800H4,Danio rerio,28.0,mesophile,50.51,1
Q800W7,Danio rerio,28.0,mesophile,50.21,1
Q801Y4,Danio rerio,28.0,mesophile,49.82,1
Q802C7,Danio rerio,28.0,mesophile,49.14,1
Q802C8,Danio rerio,28.0,mesophile,46.25,1
Q802C9,Danio rerio,28.0,mesophile,49.3,1
Q802D0,Danio rerio,28.0,mesophile,52.66,1
Q802D5,Danio rerio,28.0,mesophile,49.49,1
Q802F1,Danio rerio,28.0,mesophile,52.2,1
Q802F3,Danio rerio,28.0,mesophile,54.38,1
Q802U5,Danio rerio,28.0,mesophile,51.66,1
Q802U9,Danio rerio,28.0,mesophile,49.72,1
Q802V4,Danio rerio,28.0,mesophile,50.27,1
Q802X3,Danio rerio,28.0,mesophile,52.86,1
Q802Y1,Danio rerio,28.0,mesophile,51.85,1
Q802Y2,Danio rerio,28.0,mesophile,50.36,1
Q802Y3,Danio rerio,28.0,mesophile,52.49,1
Q802Y6,Danio rerio,28.0,mesophile,50.34,1
Q802Y7,Danio rerio,28.0,mesophile,47.7,1
Q802Y9,Danio rerio,28.0,mesophile,50.51,1
Q802Z0,Danio rerio,28.0,mesophile,49.9,1
Q802Z5,Danio rerio,28.0,mesophile,52.28,1
Q803A6,Danio rerio,28.0,mesophile,49.38,1
Q803A9,Danio rerio,28.0,mesophile,48.36,1
Q803B0,Danio rerio,28.0,mesophile,57.15,1
Q803B5,Danio rerio,28.0,mesophile,51.6,1
Q803C6,Danio rerio,28.0,mesophile,49.87,1
Q803D0,Danio rerio,28.0,mesophile,53.01,1
Q803D4,Danio rerio,28.0,mesophile,51.53,1
Q803E5,Danio rerio,28.0,mesophile,49.81,1
Q803F2,Danio rerio,28.0,mesophile,49.99,1
Q803G3,Danio rerio,28.0,mesophile,51.41,1
Q803H1,Danio rerio,28.0,mesophile,48.35,1
Q803H5,Danio rerio,28.0,mesophile,51.63,1
Q803H8,Danio rerio,28.0,mesophile,49.64,1
Q803I1,Danio rerio,28.0,mesophile,51.68,1
Q803I9,Danio rerio,28.0,mesophile,48.69,1
Q803J3,Danio rerio,28.0,mesophile,52.46,1
Q803K6,Danio rerio,28.0,mesophile,51.74,1
Q803L4,Danio rerio,28.0,mesophile,48.67,1
Q803L5,Danio rerio,28.0,mesophile,46.87,1
Q803L7,Danio rerio,28.0,mesophile,50.62,1
Q803M4,Danio rerio,28.0,mesophile,53.91,1
Q803M7,Danio rerio,28.0,mesophile,55.21,1
Q803M8,Danio rerio,28.0,mesophile,54.05,1
Q803N1,Danio rerio,28.0,mesophile,49.63,1
Q803N2,Danio rerio,28.0,mesophile,49.44,1
Q803N7,Danio rerio,28.0,mesophile,51.51,1
Q803P5,Danio rerio,28.0,mesophile,50.57,1
Q803Q5,Danio rerio,28.0,mesophile,46.44,1
Q803Q7,Danio rerio,28.0,mesophile,55.28,1
Q803R7,Danio rerio,28.0,mesophile,49.3,1
Q803R9,Danio rerio,28.0,mesophile,49.64,1
Q803S0,Danio rerio,28.0,mesophile,56.16,1
Q803S1,Danio rerio,28.0,mesophile,49.48,1
Q803S4,Danio rerio,28.0,mesophile,52.22,1
Q803T2,Danio rerio,28.0,mesophile,49.68,1
Q803T3,Danio rerio,28.0,mesophile,52.35,1
Q803T5,Danio rerio,28.0,mesophile,49.36,1
Q803U3,Danio rerio,28.0,mesophile,55.27,1
Q803U8,Danio rerio,28.0,mesophile,52.34,1
Q803V2,Danio rerio,28.0,mesophile,54.86,1
Q803W0,Danio rerio,28.0,mesophile,49.51,1
Q803W6,Danio rerio,28.0,mesophile,51.26,1
Q803W7,Danio rerio,28.0,mesophile,50.6,1
Q803W8,Danio rerio,28.0,mesophile,52.53,1
Q803W9,Danio rerio,28.0,mesophile,51.95,1
Q803X6,Danio rerio,28.0,mesophile,53.1,1
Q803X7,Danio rerio,28.0,mesophile,54.87,1
Q803Y3,Danio rerio,28.0,mesophile,50.87,1
Q803Z0,Danio rerio,28.0,mesophile,52.49,1
Q803Z1,Danio rerio,28.0,mesophile,49.21,1
Q804C3,Danio rerio,28.0,mesophile,49.84,1
Q804G2,Danio rerio,28.0,mesophile,51.15,1
Q804G7,Danio rerio,28.0,mesophile,50.97,1
Q804G9,Danio rerio,28.0,mesophile,47.58,1
Q860B9,Danio rerio,28.0,mesophile,50.36,1
Q8AUT3,Danio rerio,28.0,mesophile,51.2,1
Q8AW07,Danio rerio,28.0,mesophile,50.74,1
Q8AW16,Danio rerio,28.0,mesophile,51.59,1
Q8AW55,Danio rerio,28.0,mesophile,52.18,1
Q8AW60,Danio rerio,28.0,mesophile,52.58,1
Q8AW67,Danio rerio,28.0,mesophile,53.47,1
Q8AW82,Danio rerio,28.0,mesophile,48.9,1
Q8AWD0,Danio rerio,28.0,mesophile,50.29,1
Q8AWD4,Danio rerio,28.0,mesophile,52.01,1
Q8AWD7,Danio rerio,28.0,mesophile,51.51,1
Q8AWF1,Danio rerio,28.0,mesophile,51.81,1
Q8AX67,Danio rerio,28.0,mesophile,49.06,1
Q8AXX6,Danio rerio,28.0,mesophile,51.05,1
Q8AY15,Danio rerio,28.0,mesophile,49.91,1
Q8AYF3,Danio rerio,28.0,mesophile,48.28,1
Q8AYJ5,Danio rerio,28.0,mesophile,52.29,1
Q8AYN1,Danio rerio,28.0,mesophile,50.69,1
Q8JFS4,Danio rerio,28.0,mesophile,48.42,1
Q8JFT7,Danio rerio,28.0,mesophile,52.6,1
Q8JG73,Danio rerio,28.0,mesophile,49.42,1
Q8JGR3,Danio rerio,28.0,mesophile,50.03,1
Q8JGR6,Danio rerio,28.0,mesophile,52.0,1
Q8JGT0,Danio rerio,28.0,mesophile,52.69,1
Q8JH72,Danio rerio,28.0,mesophile,53.58,1
Q8JHG2,Danio rerio,28.0,mesophile,51.74,1
Q8JHG4,Danio rerio,28.0,mesophile,52.96,1
Q8JHH3,Danio rerio,28.0,mesophile,45.63,1
Q8JHH4,Danio rerio,28.0,mesophile,52.47,1
Q8JHI0,Danio rerio,28.0,mesophile,51.85,1
Q8JHJ1,Danio rerio,28.0,mesophile,45.85,1
Q8JHJ3,Danio rerio,28.0,mesophile,47.29,1
Q8JHU4,Danio rerio,28.0,mesophile,52.09,1
Q8JI29,Danio rerio,28.0,mesophile,50.94,1
Q8JIX0,Danio rerio,28.0,mesophile,51.3,1
Q8JIY7,Danio rerio,28.0,mesophile,49.81,1
Q8JIZ0,Danio rerio,28.0,mesophile,49.76,1
Q8JIZ1,Danio rerio,28.0,mesophile,52.05,1
Q8QFP4,Danio rerio,28.0,mesophile,48.74,1
Q8QFU1,Danio rerio,28.0,mesophile,52.53,1
Q8QG79,Danio rerio,28.0,mesophile,53.29,1
Q8QGB8,Danio rerio,28.0,mesophile,54.02,1
Q8QGH4,Danio rerio,28.0,mesophile,54.35,1
Q8QGQ2,Danio rerio,28.0,mesophile,52.44,1
Q8QHA6,Danio rerio,28.0,mesophile,54.03,1
Q8QHA7,Danio rerio,28.0,mesophile,51.9,1
Q8UUX0,Danio rerio,28.0,mesophile,51.44,1
Q8UVK2,Danio rerio,28.0,mesophile,49.27,1
Q8UVZ0,Danio rerio,28.0,mesophile,51.08,1
Q8UWD2,Danio rerio,28.0,mesophile,50.86,1
Q90424,Danio rerio,28.0,mesophile,52.76,1
Q90457,Danio rerio,28.0,mesophile,50.78,1
Q90474,Danio rerio,28.0,mesophile,57.84,1
Q90490,Danio rerio,28.0,mesophile,51.58,1
Q90WA5,Danio rerio,28.0,mesophile,52.05,1
Q90WU9,Danio rerio,28.0,mesophile,52.32,1
Q90X40,Danio rerio,28.0,mesophile,50.5,1
Q90X41,Danio rerio,28.0,mesophile,50.46,1
Q90X44,Danio rerio,28.0,mesophile,52.32,1
Q90XA6,Danio rerio,28.0,mesophile,44.15,1
Q90XA7,Danio rerio,28.0,mesophile,46.47,1
Q90XA8,Danio rerio,28.0,mesophile,50.26,1
Q90XD4,Danio rerio,28.0,mesophile,51.3,1
Q90XD7,Danio rerio,28.0,mesophile,51.89,1
Q90XP7,Danio rerio,28.0,mesophile,51.49,1
Q90XS8,Danio rerio,28.0,mesophile,51.88,1
Q90Y37,Danio rerio,28.0,mesophile,50.05,1
Q90YL3,Danio rerio,28.0,mesophile,58.34,1
Q90Z08,Danio rerio,28.0,mesophile,50.23,1
Q90Z10,Danio rerio,28.0,mesophile,46.05,1
Q90Z69,Danio rerio,28.0,mesophile,50.6,1
Q90ZC5,Danio rerio,28.0,mesophile,49.35,1
Q90ZY5,Danio rerio,28.0,mesophile,49.87,1
Q90ZY8,Danio rerio,28.0,mesophile,48.89,1
Q90ZZ0,Danio rerio,28.0,mesophile,56.16,1
Q92005,Danio rerio,28.0,mesophile,46.29,1
Q98874,Danio rerio,28.0,mesophile,52.08,1
Q98881,Danio rerio,28.0,mesophile,53.22,1
Q98TA2,Danio rerio,28.0,mesophile,49.41,1
Q98TS3,Danio rerio,28.0,mesophile,53.16,1
Q98TT6,Danio rerio,28.0,mesophile,49.95,1
Q98U16,Danio rerio,28.0,mesophile,52.61,1
Q98UI8,Danio rerio,28.0,mesophile,50.16,1
Q9DDU5,Danio rerio,28.0,mesophile,49.54,1
Q9DE44,Danio rerio,28.0,mesophile,49.02,1
Q9DEG7,Danio rerio,28.0,mesophile,51.26,1
Q9DF44,Danio rerio,28.0,mesophile,48.89,1
Q9DFG4,Danio rerio,28.0,mesophile,50.29,1
Q9DFU9,Danio rerio,28.0,mesophile,48.4,1
Q9DGI4,Danio rerio,28.0,mesophile,51.9,1
Q9DGL6,Danio rerio,28.0,mesophile,50.15,1
Q9DGR5,Danio rerio,28.0,mesophile,48.34,1
Q9I879,Danio rerio,28.0,mesophile,53.49,1
Q9I8V1,Danio rerio,28.0,mesophile,48.84,1
Q9I8Y1,Danio rerio,28.0,mesophile,49.8,1
Q9I9E5,Danio rerio,28.0,mesophile,53.05,1
Q9I9E6,Danio rerio,28.0,mesophile,48.11,1
Q9I9E8,Danio rerio,28.0,mesophile,50.67,1
Q9I9E9,Danio rerio,28.0,mesophile,51.65,1
Q9IB47,Danio rerio,28.0,mesophile,51.04,1
Q9IB48,Danio rerio,28.0,mesophile,50.71,1
Q9PTB4,Danio rerio,28.0,mesophile,49.27,1
Q9PTF3,Danio rerio,28.0,mesophile,51.52,1
Q9PTH5,Danio rerio,28.0,mesophile,53.6,1
Q9PTK5,Danio rerio,28.0,mesophile,50.15,1
Q9PTR4,Danio rerio,28.0,mesophile,45.62,1
Q9PU58,Danio rerio,28.0,mesophile,45.49,1
Q9PUC1,Danio rerio,28.0,mesophile,52.54,1
Q9PUC4,Danio rerio,28.0,mesophile,51.43,1
Q9PUC5,Danio rerio,28.0,mesophile,55.56,1
